Save File As,Default
File Name,default
Test Time,1000
Show Relative Dose,FALSE
Calibration Factor,1.0
Temperature Correction,0.0
Reference diff Voltage,1000.0
Integrator Mode,TRUE
Integration Time,160
Reset Time,500
Facility,Blue Physics
Investigator,Marcos
Source,Light
Brand,Elekta
Particles,Photons
Energy,6
Dose Rate,300
Gantry,0
Collimator,0
Couch,0
Field Size X1,5.0
Field Size X2,5.0
Field Size Y1,6.4
Field Size Y2,5.0
Ion Chamber,199.5
Setup,SSD
Distance,100
MU,100
PS,57000
Transducer Type,MPPC S13360-1325CS
Sensor Type,Fiber
Sensor Size,3
Fiber Diameter,0.25
Fiber Length,99
Sensor Position X,0.0
Sensor Position Y,0.0
Sensor Position Z,0.0
Reference Fiber Diameter,0.25
Reference Fiber Length,99
Comments,Test
time,temp,ch0,ch1,PS,-12V,5V,10.58V
22.6000,28.1250,0.1046,0.1268,57.0040,10.6165,5.0182,9.6143
22.7000,28.1250,0.1125,0.1185,57.0016,10.6165,5.0182,9.6143
22.8000,28.1250,0.1028,0.1174,57.0016,10.6165,5.0182,9.6143
22.9000,28.1250,0.1020,0.1091,57.0016,10.6165,5.0182,9.6143
23.0000,28.1875,0.1177,0.1222,57.0016,10.6165,5.0182,9.6143
23.1000,28.1875,0.1163,0.1305,57.0040,10.6165,5.0182,9.6143
23.2000,28.1250,0.1042,0.1343,57.0016,10.6165,5.0182,9.6143
23.3000,28.1250,0.0874,0.1238,57.0016,10.6165,5.0182,9.6143
23.4000,28.1250,0.1024,0.1200,57.0040,10.6165,5.0182,9.6143
23.5000,28.1875,0.0994,0.1283,57.0040,10.6165,5.0182,9.6143
23.6000,28.1875,0.1185,0.1260,57.0040,10.6165,5.0182,9.6143
23.7000,28.1875,0.0945,0.1170,57.0016,10.6165,5.0181,9.6143
23.8000,28.1875,0.0990,0.1271,57.0016,10.6165,5.0182,9.6146
23.9000,28.1875,0.1196,0.1406,57.0040,10.6165,5.0181,9.6143
24.0000,28.1250,0.1009,0.1361,57.0040,10.6165,5.0182,9.6143
24.1000,28.1250,0.1189,0.1159,57.0040,10.6165,5.0181,9.6143
24.2000,28.1250,0.1065,0.1140,57.0016,10.6165,5.0182,9.6143
24.3000,28.1250,0.1058,0.1125,57.0016,10.6165,5.0181,9.6143
24.4000,28.1250,0.1283,0.1222,57.0040,10.6165,5.0181,9.6143
24.5000,28.1250,0.1140,0.1245,57.0040,10.6165,5.0182,9.6143
24.6000,28.1250,0.1151,0.1290,57.0040,10.6165,5.0182,9.6143
24.7000,28.1250,0.1140,0.1136,57.0040,10.6165,5.0182,9.6143
24.8000,28.1250,0.0975,0.1136,57.0016,10.6165,5.0182,9.6143
24.9000,28.1250,0.1013,0.1241,57.0016,10.6165,5.0181,9.6143
25.0000,28.1250,0.1039,0.1095,57.0040,10.6165,5.0182,9.6146
25.1000,28.1250,0.1058,0.1121,57.0040,10.6165,5.0182,9.6143
25.2000,28.1250,0.1264,0.1339,57.0040,10.6165,5.0182,9.6143
25.3000,28.1250,0.0956,0.1196,57.0040,10.6165,5.0182,9.6139
25.4000,28.1250,0.1140,0.1252,57.0040,10.6165,5.0182,9.6143
25.5000,28.1250,0.1117,0.1136,57.0016,10.6165,5.0182,9.6143
25.6000,28.1250,0.0979,0.1039,57.0016,10.6165,5.0182,9.6143
