Save File As,Custom
File Name,longtemp2
Test Time,1000
Show Relative Dose,FALSE
Calibration Factor,1.0
Temperature Correction,0.0
Reference diff Voltage,1000.0
Integrator Mode,TRUE
Integration Time,160
Reset Time,500
Facility,Blue Physics
Investigator,Marcos
Source,Light
Brand,Elekta
Particles,Photons
Energy,6
Dose Rate,300
Gantry,0
Collimator,0
Couch,0
Field Size X1,5.0
Field Size X2,5.0
Field Size Y1,6.4
Field Size Y2,5.0
Ion Chamber,199.5
Setup,SSD
Distance,100
MU,100
PS,57000
Transducer Type,MPPC S13360-1325CS
Sensor Type,Fiber
Sensor Size,3
Fiber Diameter,0.25
Fiber Length,99
Sensor Position X,0.0
Sensor Position Y,0.0
Sensor Position Z,0.0
Reference Fiber Diameter,0.25
Reference Fiber Length,99
Comments,Test
time,temp,ch0,ch1,PS,-12V,5V,10.58V
2.6000,26.5625,-0.0109,-0.0075,57.0040,10.6219,5.0182,9.6135
2.7000,26.5000,-0.0071,-0.0068,57.0040,10.6219,5.0182,9.6135
2.8000,26.5000,-0.0079,-0.0158,57.0040,10.6219,5.0182,9.6135
2.9000,26.5625,-0.0037,-0.0011,57.0040,10.6219,5.0181,9.6135
3.0000,26.5625,-0.0315,-0.0217,57.0040,10.6219,5.0182,9.6135
3.1000,26.5625,-0.0101,0.0120,57.0040,10.6219,5.0182,9.6135
3.2000,26.5000,0.0000,-0.0139,57.0040,10.6219,5.0182,9.6135
3.3000,26.5000,-0.0109,-0.0101,57.0040,10.6219,5.0182,9.6135
3.4000,26.5625,-0.0026,-0.0124,57.0040,10.6219,5.0182,9.6135
3.5000,26.5625,-0.0101,-0.0217,57.0040,10.6219,5.0182,9.6131
3.6000,26.5625,-0.0120,0.0116,57.0040,10.6219,5.0181,9.6135
3.7000,26.5625,0.0158,-0.0004,57.0040,10.6219,5.0182,9.6135
3.8000,26.5625,-0.0135,-0.0026,57.0064,10.6219,5.0182,9.6135
3.9000,26.5625,0.0101,-0.0124,57.0040,10.6219,5.0182,9.6135
4.0000,26.5625,0.0008,-0.0090,57.0040,10.6219,5.0181,9.6135
4.1000,26.5625,-0.0180,-0.0105,57.0040,10.6219,5.0182,9.6135
4.2000,26.5625,-0.0056,-0.0225,57.0040,10.6219,5.0182,9.6135
4.3000,26.5625,-0.0135,0.0000,57.0040,10.6219,5.0179,9.6135
4.4000,26.5625,0.0030,-0.0098,57.0064,10.6219,5.0182,9.6135
4.5000,26.5625,-0.0090,-0.0150,57.0064,10.6219,5.0182,9.6135
4.6000,26.5625,-0.0068,-0.0124,57.0064,10.6219,5.0182,9.6135
4.7000,26.5625,0.0082,-0.0221,57.0064,10.6219,5.0182,9.6135
4.8000,26.5625,0.0008,-0.0158,57.0040,10.6219,5.0173,9.6131
4.9000,26.5625,-0.0008,-0.0094,57.0040,10.6219,5.0182,9.6135
5.0000,26.5625,-0.0056,-0.0101,57.0040,10.6219,5.0182,9.6135
5.1000,26.5625,-0.0071,-0.0191,57.0040,10.6219,5.0182,9.6135
5.2000,26.5625,-0.0131,-0.0120,57.0064,10.6219,5.0182,9.6135
5.3000,26.5625,-0.0064,0.0022,57.0040,10.6219,5.0182,9.6135
5.4000,26.5625,-0.0098,-0.0199,57.0040,10.6219,5.0182,9.6135
5.5000,26.5625,-0.0113,-0.0184,57.0064,10.6219,5.0182,9.6135
5.6000,26.5000,-0.0041,-0.0113,57.0040,10.6219,5.0182,9.6135
5.7000,26.5000,-0.0086,-0.0296,57.0064,10.6219,5.0182,9.6135
5.8000,26.5000,-0.0206,-0.0188,57.0040,10.6219,5.0181,9.6135
5.9000,26.5625,-0.0180,-0.0154,57.0064,10.6219,5.0182,9.6135
6.0000,26.5625,0.0000,0.0049,57.0064,10.6219,5.0182,9.6135
6.1000,26.5625,-0.0143,-0.0113,57.0064,10.6219,5.0182,9.6135
6.2000,26.5625,-0.0011,-0.0326,57.0064,10.6219,5.0182,9.6139
6.3000,26.5625,-0.0146,-0.0037,57.0040,10.6219,5.0182,9.6135
6.4000,26.5625,0.0022,-0.0071,57.0040,10.6219,5.0182,9.6135
6.5000,26.5625,-0.0146,-0.0229,57.0040,10.6219,5.0182,9.6135
6.6000,26.5625,-0.0041,-0.0203,57.0040,10.6219,5.0182,9.6135
6.7000,26.5625,-0.0203,-0.0304,57.0064,10.6219,5.0182,9.6135
6.8000,26.5625,-0.0052,-0.0191,57.0064,10.6219,5.0182,9.6135
6.9000,26.5625,-0.0079,-0.0195,57.0040,10.6219,5.0182,9.6139
7.0000,26.5625,-0.0090,-0.0315,57.0064,10.6219,5.0182,9.6135
7.1000,26.5625,-0.0165,-0.0210,57.0040,10.6219,5.0182,9.6135
7.2000,26.5625,-0.0266,-0.0217,57.0064,10.6219,5.0182,9.6135
7.3000,26.5625,-0.0060,-0.0120,57.0040,10.6219,5.0182,9.6135
7.4000,26.5625,-0.0172,-0.0139,57.0064,10.6219,5.0182,9.6135
7.5000,26.5625,-0.0120,-0.0266,57.0064,10.6219,5.0182,9.6135
7.6000,26.5625,-0.0195,-0.0274,57.0040,10.6219,5.0182,9.6135
7.7000,26.5625,-0.0022,-0.0270,57.0040,10.6219,5.0182,9.6135
7.8000,26.5625,-0.0037,-0.0304,57.0040,10.6219,5.0181,9.6135
7.9000,26.5625,-0.0086,-0.0109,57.0040,10.6219,5.0182,9.6135
8.0000,26.5625,-0.0116,-0.0285,57.0040,10.6219,5.0182,9.6135
8.1000,26.5625,-0.0094,-0.0203,57.0040,10.6219,5.0184,9.6135
8.2000,26.5625,-0.0075,-0.0176,57.0040,10.6219,5.0182,9.6135
8.3000,26.5625,0.0041,-0.0008,57.0040,10.6219,5.0182,9.6139
8.4000,26.5625,-0.0098,-0.0030,57.0040,10.6219,5.0182,9.6135
8.5000,26.5625,0.0019,-0.0098,57.0040,10.6219,5.0182,9.6135
8.6000,26.5625,-0.0180,-0.0236,57.0064,10.6219,5.0182,9.6135
8.7000,26.5625,-0.0109,-0.0203,57.0040,10.6219,5.0182,9.6135
8.8000,26.5625,-0.0247,-0.0251,57.0064,10.6219,5.0182,9.6135
8.9000,26.5625,-0.0079,-0.0315,57.0040,10.6219,5.0182,9.6135
9.0000,26.5625,-0.0210,-0.0251,57.0040,10.6219,5.0182,9.6135
9.1000,26.5625,-0.0109,-0.0229,57.0064,10.6219,5.0181,9.6135
9.2000,26.5625,0.0075,-0.0082,57.0040,10.6219,5.0181,9.6135
9.3000,26.5625,-0.0322,-0.0292,57.0040,10.6219,5.0181,9.6135
9.4000,26.5625,-0.0203,-0.0341,57.0064,10.6219,5.0181,9.6135
9.5000,26.5625,-0.0278,-0.0214,57.0040,10.6219,5.0182,9.6135
9.6000,26.5625,0.0034,-0.0229,57.0040,10.6219,5.0181,9.6135
9.7000,26.5625,-0.0041,-0.0326,57.0040,10.6219,5.0181,9.6135
9.8000,26.5625,0.0056,-0.0109,57.0064,10.6219,5.0181,9.6135
9.9000,26.5625,-0.0169,-0.0135,57.0040,10.6219,5.0182,9.6135
10.0000,26.5625,-0.0143,-0.0034,57.0040,10.6219,5.0182,9.6135
10.1000,26.5625,0.0060,-0.0146,57.0040,10.6219,5.0182,9.6135
10.2000,26.5625,0.0008,-0.0004,57.0040,10.6219,5.0182,9.6135
10.3000,26.5625,-0.0146,-0.0176,57.0064,10.6219,5.0182,9.6135
10.4000,26.5625,-0.0098,-0.0161,57.0040,10.6219,5.0182,9.6135
10.5000,26.5625,0.0008,-0.0082,57.0064,10.6219,5.0182,9.6139
10.6000,26.5625,-0.0098,-0.0195,57.0040,10.6219,5.0182,9.6135
10.7000,26.5625,0.0146,-0.0098,57.0064,10.6219,5.0182,9.6135
10.8000,26.5625,-0.0203,-0.0075,57.0064,10.6219,5.0182,9.6135
10.9000,26.5625,-0.0075,-0.0030,57.0040,10.6219,5.0181,9.6135
11.0000,26.5625,-0.0086,-0.0068,57.0040,10.6219,5.0182,9.6135
11.1000,26.5625,0.0008,-0.0161,57.0040,10.6219,5.0182,9.6135
11.2000,26.5625,-0.0068,0.0090,57.0040,10.6219,5.0182,9.6135
11.3000,26.5625,-0.0139,0.0105,57.0040,10.6219,5.0182,9.6135
11.4000,26.5000,-0.0116,0.0052,57.0064,10.6219,5.0182,9.6135
11.5000,26.5000,-0.0041,0.0019,57.0040,10.6219,5.0182,9.6135
11.6000,26.5000,0.0079,-0.0199,57.0040,10.6219,5.0182,9.6135
11.7000,26.5625,-0.0068,-0.0195,57.0064,10.6219,5.0182,9.6135
11.8000,26.5625,-0.0015,-0.0079,57.0040,10.6219,5.0182,9.6135
11.9000,26.5625,0.0120,-0.0165,57.0040,10.6219,5.0182,9.6139
12.0000,26.5625,-0.0120,-0.0131,57.0040,10.6219,5.0181,9.6135
12.1000,26.5625,0.0022,-0.0034,57.0040,10.6219,5.0181,9.6135
12.2000,26.5625,-0.0191,-0.0098,57.0040,10.6219,5.0182,9.6135
12.3000,26.5625,0.0011,-0.0195,57.0040,10.6219,5.0182,9.6135
12.4000,26.5625,0.0026,-0.0143,57.0040,10.6219,5.0182,9.6135
12.5000,26.5625,-0.0049,0.0060,57.0040,10.6219,5.0182,9.6139
12.6000,26.5625,-0.0184,-0.0143,57.0040,10.6223,5.0182,9.6135
12.7000,26.5625,-0.0068,-0.0150,57.0040,10.6219,5.0181,9.6135
12.8000,26.5625,-0.0217,-0.0146,57.0040,10.6219,5.0182,9.6135
12.9000,26.5625,-0.0019,-0.0180,57.0064,10.6219,5.0182,9.6135
13.0000,26.5625,-0.0094,-0.0240,57.0040,10.6219,5.0182,9.6135
13.1000,26.5000,0.0082,-0.0075,57.0040,10.6219,5.0182,9.6139
13.2000,26.5000,-0.0127,-0.0127,57.0040,10.6219,5.0182,9.6135
13.3000,26.5000,-0.0139,-0.0135,57.0040,10.6219,5.0182,9.6131
13.4000,26.5625,-0.0127,0.0026,57.0040,10.6219,5.0181,9.6135
13.5000,26.5625,0.0056,-0.0180,57.0040,10.6219,5.0182,9.6135
13.6000,26.5000,-0.0034,-0.0094,57.0040,10.6223,5.0182,9.6135
13.7000,26.5000,0.0019,-0.0169,57.0040,10.6219,5.0181,9.6135
13.8000,26.5000,0.0004,-0.0244,57.0040,10.6219,5.0182,9.6135
13.9000,26.5625,-0.0180,-0.0154,57.0064,10.6219,5.0182,9.6135
14.0000,26.5625,-0.0176,-0.0251,57.0040,10.6219,5.0181,9.6135
14.1000,26.5625,-0.0176,-0.0034,57.0040,10.6219,5.0182,9.6135
14.2000,26.5625,-0.0071,0.0086,57.0040,10.6219,5.0182,9.6135
14.3000,26.5625,-0.0064,-0.0154,57.0064,10.6219,5.0182,9.6135
14.4000,26.5625,-0.0247,-0.0158,57.0040,10.6219,5.0182,9.6135
14.5000,26.5625,-0.0158,-0.0146,57.0040,10.6219,5.0181,9.6135
14.6000,26.6250,0.0090,-0.0255,57.0040,10.6219,5.0181,9.6135
14.7000,26.6250,-0.0049,-0.0195,57.0064,10.6219,5.0182,9.6135
14.8000,26.5625,-0.0086,-0.0015,57.0040,10.6219,5.0181,9.6135
14.9000,26.5625,-0.0143,0.0116,57.0040,10.6219,5.0182,9.6135
15.0000,26.5625,-0.0127,0.0008,57.0040,10.6219,5.0182,9.6135
15.1000,26.5625,-0.0034,-0.0172,57.0040,10.6219,5.0182,9.6135
15.2000,26.5625,-0.0143,0.0165,57.0040,10.6219,5.0182,9.6135
15.3000,26.5625,0.0030,-0.0090,57.0064,10.6219,5.0182,9.6135
15.4000,26.5625,-0.0030,-0.0109,57.0040,10.6219,5.0182,9.6135
15.5000,26.5625,-0.0019,-0.0079,57.0064,10.6223,5.0182,9.6135
